AIRPORT,Year,Month,INBOUND DOM,OUTBOUND DOM,INBOUND INTERNAT,OUTBOUND INTERNAT
MACKAY,2021,9,27786,27921,0,0
MACKAY,2021,10,26940,27633,0,0
MACKAY,2021,11,28231,27476,0,0
MACKAY,2021,12,29251,30472,0,0
MACKAY,2022,1,21505,20304,0,0
MACKAY,2022,2,21200,21624,0,0
MACKAY,2022,3,29888,30223,0,0
MACKAY,2022,4,35758,36248,0,0
MACKAY,2022,5,36770,36153,0,0
MACKAY,2022,6,38676,38928,0,0
MACKAY,2022,7,38743,39542,0,0
MACKAY,2022,8,38115,38071,0,0
MACKAY,2022,9,38033,39124,0,0
MACKAY,2022,10,38857,38747,0,0
MACKAY,2022,11,38366,38712,0,0
MACKAY,2022,12,34580,36537,0,0
MACKAY,2023,1,33415,31430,0,0
MACKAY,2023,2,32305,32930,0,0
MACKAY,2023,3,38325,39130,0,0
MACKAY,2023,4,35628,35865,0,0
MACKAY,2023,5,38687,37989,0,0
MACKAY,2023,6,37983,39085,0,0
MACKAY,2023,7,39853,39438,0,0
MACKAY,2023,8,39478,40206,0,0
MACKAY,2023,9,40959,41124,0,0
MACKAY,2023,10,40467,40500,0,0
MACKAY,2023,11,39453,40720,0,0
MACKAY,2023,12,36112,38302,0,0
MACKAY,2024,1,32951,30481,0,0
MACKAY,2024,2,34796,35422,0,0
MACKAY,2024,3,37952,38156,0,0
MACKAY,2024,4,37306,36462,0,0
MELBOURNE,2009,1,856085,833050,252477,212009
MELBOURNE,2009,2,746205,739743,210713,168227
MELBOURNE,2009,3,845636,852062,202276,196643
MELBOURNE,2009,4,829998,819781,204299,208083
MELBOURNE,2009,5,776173,775039,173774,197709
MELBOURNE,2009,6,721727,758140,178162,218630
MELBOURNE,2009,7,837988,809609,240001,197523
MELBOURNE,2009,8,823229,827693,203480,205689
MELBOURNE,2009,9,835205,851672,219950,222581
MELBOURNE,2009,10,898516,877825,249880,207089
MELBOURNE,2009,11,871745,868621,218576,228831
MELBOURNE,2009,12,840898,858578,234725,279025
MELBOURNE,2010,1,857377,826363,284826,243684
MELBOURNE,2010,2,802637,808660,243752,204449
MELBOURNE,2010,3,905092,921247,231673,239252
MELBOURNE,2010,4,896389,873538,220800,219940
MELBOURNE,2010,5,840775,841892,188710,221202
MELBOURNE,2010,6,819152,851471,208773,257409
MELBOURNE,2010,7,944778,913028,283636,231976
MELBOURNE,2010,8,913529,920169,231395,241959
MELBOURNE,2010,9,935099,941432,255664,259528
MELBOURNE,2010,10,981550,974228,286793,239495
MELBOURNE,2010,11,936055,926714,240786,250417
MELBOURNE,2010,12,933226,957852,265242,321150
MELBOURNE,2011,1,932364,895173,336970,290873
MELBOURNE,2011,2,807515,802662,274243,220878
MELBOURNE,2011,3,928617,924483,243754,237994
MELBOURNE,2011,4,915423,915413,250130,274680
MELBOURNE,2011,5,872415,876279,230962,247707
MELBOURNE,2011,6,797066,804285,223865,273382
MELBOURNE,2011,7,907802,900980,309728,262089
MELBOURNE,2011,8,875410,876729,259446,261977
MELBOURNE,2011,9,862222,882369,263756,282047
MELBOURNE,2011,10,933886,910870,306328,247114
MELBOURNE,2011,11,903717,890863,267990,269556
MELBOURNE,2011,12,879421,910582,281266,344223
MELBOURNE,2012,1,926139,886181,354018,306119
MELBOURNE,2012,2,830879,821103,291804,232419
MELBOURNE,2012,3,932200,936193,268269,279024
MELBOURNE,2012,4,897991,892848,266969,271006
MELBOURNE,2012,5,874047,871643,230069,259264
MELBOURNE,2012,6,836515,858023,248038,295361
MELBOURNE,2012,7,953894,944955,316164,261920
MELBOURNE,2012,8,935216,929624,271345,275906
MELBOURNE,2012,9,931489,954733,284472,291959
MELBOURNE,2012,10,1002582,981939,323971,261191
MELBOURNE,2012,11,1003285,988212,281637,289422
MELBOURNE,2012,12,939234,969425,302814,356081
MELBOURNE,2013,1,980802,928327,363773,309819
MELBOURNE,2013,2,857315,842347,290165,245270
MELBOURNE,2013,3,958278,995662,284291,298294
MELBOURNE,2013,4,957148,924505,284224,278932
MELBOURNE,2013,5,889504,893160,247987,284390
MELBOURNE,2013,6,861377,881739,266815,316664
MELBOURNE,2013,7,1027044,1007540,350003,299718
MELBOURNE,2013,8,978746,973072,309206,314962
MELBOURNE,2013,9,944229,957575,308437,314280
MELBOURNE,2013,10,1042381,1027168,347223,277637
MELBOURNE,2013,11,993447,978633,297331,296101
MELBOURNE,2013,12,990722,1017563,334315,392306
MELBOURNE,2014,1,1015397,972715,405925,345753
MELBOURNE,2014,2,879950,874523,317446,271754
MELBOURNE,2014,3,982380,989492,298547,301050
MELBOURNE,2014,4,970657,965801,314516,330983
MELBOURNE,2014,5,919075,914120,288008,311686
MELBOURNE,2014,6,883595,924070,283842,355095
MELBOURNE,2014,7,1022903,993072,396854,328613
MELBOURNE,2014,8,979763,975378,323724,340678
MELBOURNE,2014,9,966478,975178,337512,339350
MELBOURNE,2014,10,1084809,1063726,381908,312662
MELBOURNE,2014,11,1001601,994496,328293,335780
MELBOURNE,2014,12,994717,1020431,355406,417081
MELBOURNE,2015,1,1004854,948075,438126,370081
MELBOURNE,2015,2,900984,891650,365109,313219
MELBOURNE,2015,3,1005878,1039069,345323,371197
MELBOURNE,2015,4,996733,964471,340239,344512
MELBOURNE,2015,5,936622,936219,302738,334198
MELBOURNE,2015,6,892847,934705,308765,379573
MELBOURNE,2015,7,1088788,1042230,420433,358670
MELBOURNE,2015,8,987007,994987,363372,369533
MELBOURNE,2015,9,1003849,1002529,373604,370822
MELBOURNE,2015,10,1087942,1081715,422440,352894
MELBOURNE,2015,11,1040806,1038007,369057,367768
MELBOURNE,2015,12,1042951,1067979,408817,468826
MELBOURNE,2016,1,1054336,987466,479446,415848
MELBOURNE,2016,2,962294,958670,409332,354902
MELBOURNE,2016,3,1040159,1071754,375712,400070
MELBOURNE,2016,4,1034619,975844,377543,363931
MELBOURNE,2016,5,965286,979592,329015,361483
MELBOURNE,2016,6,934008,983208,344024,421392
MELBOURNE,2016,7,1099867,1051762,473996,402026
MELBOURNE,2016,8,1007425,1007861,387190,393644
MELBOURNE,2016,9,1059435,1055705,407615,395718
MELBOURNE,2016,10,1093450,1100268,439964,373475
MELBOURNE,2016,11,1081488,1066390,386213,394006
MELBOURNE,2016,12,1063853,1097863,444950,511091
MELBOURNE,2017,1,1090953,1037134,523394,456706
MELBOURNE,2017,2,936529,925300,424162,354176
MELBOURNE,2017,3,1067607,1069795,388096,397069
MELBOURNE,2017,4,1046704,1038005,421407,426800
MELBOURNE,2017,5,982991,993236,355754,384545
MELBOURNE,2017,6,966297,988130,368104,439357
MELBOURNE,2017,7,1109391,1101270,498958,427923
MELBOURNE,2017,8,1032519,1026705,417818,422697
MELBOURNE,2017,9,1047892,1061680,428355,438578
MELBOURNE,2017,10,1156852,1133498,486720,396510
MELBOURNE,2017,11,1115131,1106079,419680,431707
MELBOURNE,2017,12,1083418,1118622,478099,537167
MELBOURNE,2018,1,1109308,1061660,547626,473098
MELBOURNE,2018,2,968029,959519,469329,401858
MELBOURNE,2018,3,1098311,1128272,445563,464345
MELBOURNE,2018,4,1084246,1051772,453020,441242
MELBOURNE,2018,5,1000156,1007655,387395,413425
MELBOURNE,2018,6,962605,1010009,410590,492367
MELBOURNE,2018,7,1149198,1116250,538582,455634
MELBOURNE,2018,8,1074421,1068580,464566,473550
MELBOURNE,2018,9,1057707,1073931,471762,479739
MELBOURNE,2018,10,1166132,1142931,523788,436520
MELBOURNE,2018,11,1117298,1107531,461965,473126
MELBOURNE,2018,12,1066835,1110389,481836,562958
MELBOURNE,2019,1,1121723,1066341,568799,501288
MELBOURNE,2019,2,981359,971364,483548,405796
MELBOURNE,2019,3,1086603,1092582,441993,443824
MELBOURNE,2019,4,1087004,1087168,454777,480480
MELBOURNE,2019,5,1010459,1006610,414406,429113
MELBOURNE,2019,6,944965,1000243,413493,488023
MELBOURNE,2019,7,1142322,1109884,532482,460719
MELBOURNE,2019,8,1080083,1074712,469163,473554
MELBOURNE,2019,9,1069451,1092161,459116,468307
MELBOURNE,2019,10,1187346,1159072,504030,427549
MELBOURNE,2019,11,1122505,1098922,460493,466560
MELBOURNE,2019,12,1084222,1138546,495779,575352
MELBOURNE,2020,1,1116371,1053603,581276,514803
MELBOURNE,2020,2,921157,934726,408642,334254
MELBOURNE,2020,3,624922,619391,244268,227490
MELBOURNE,2020,4,20061,21697,5448,12355
MELBOURNE,2020,5,29128,28400,5643,9003
MELBOURNE,2020,6,60190,62328,6431,9456
MELBOURNE,2020,7,29537,31636,49,12705
MELBOURNE,2020,8,6854,13444,0,14761
MELBOURNE,2020,9,8430,14941,0,12320
MELBOURNE,2020,10,12720,14654,0,10603
MELBOURNE,2020,11,48680,50242,511,8346
MELBOURNE,2020,12,340896,398933,5098,10989
MELBOURNE,2021,1,338480,286543,6753,10340
MELBOURNE,2021,2,207398,195779,3119,8122
MELBOURNE,2021,3,479091,494543,1798,8153
MELBOURNE,2021,4,702091,692032,10375,16770
MELBOURNE,2021,5,599667,601938,25732,24656
MELBOURNE,2021,6,152189,168931,10613,14502
MELBOURNE,2021,7,225224,184414,22227,26795
MELBOURNE,2021,8,33142,25526,3681,8033
MELBOURNE,2021,9,15886,15063,2201,7918
MELBOURNE,2021,10,21168,15719,2111,9855
MELBOURNE,2021,11,165347,169714,19788,25339
MELBOURNE,2021,12,451517,522284,64060,63649
MELBOURNE,2022,1,571917,515075,84811,58865
MELBOURNE,2022,2,496393,503676,89738,54225
MELBOURNE,2022,3,753316,751571,107926,95493
MELBOURNE,2022,4,958109,966159,157741,163915
MELBOURNE,2022,5,861600,868868,182478,180486
MELBOURNE,2022,6,886863,942296,211256,253957
MELBOURNE,2022,7,980671,937906,318139,273435
MELBOURNE,2022,8,871004,884415,289587,260606
MELBOURNE,2022,9,942733,938395,300395,284303
MELBOURNE,2022,10,962271,980846,335167,273556
MELBOURNE,2022,11,949257,930494,333340,322667
MELBOURNE,2022,12,918537,937459,353353,422088
MELBOURNE,2023,1,951384,924241,445135,385246
MELBOURNE,2023,2,821901,821353,381441,282806
MELBOURNE,2023,3,997609,978577,370815,352659
MELBOURNE,2023,4,948194,972933,380077,397622
MELBOURNE,2023,5,919970,928001,356854,382672
MELBOURNE,2023,6,891770,939062,376556,443993
MELBOURNE,2023,7,1009111,981811,499513,416165
MELBOURNE,2023,8,972529,981256,430491,418894
MELBOURNE,2023,9,1003307,988183,453183,438763
MELBOURNE,2023,10,1040251,1061215,481237,403512
MELBOURNE,2023,11,1040114,1028416,434191,441269
MELBOURNE,2023,12,997117,1032298,470858,557019
MELBOURNE,2024,1,1031539,999175,594279,484399
MELBOURNE,2024,2,959745,964951,502887,403998
MELBOURNE,2024,3,1018694,1056796,443495,468897
MELBOURNE,2024,4,1012617,979522,447712,432555
NEWCASTLE,2009,1,51819,51575,0,0
NEWCASTLE,2009,2,43177,42024,0,0
NEWCASTLE,2009,3,49738,48281,0,0
NEWCASTLE,2009,4,49517,48395,0,0
NEWCASTLE,2009,5,47721,47047,0,0
NEWCASTLE,2009,6,43145,41421,0,0
NEWCASTLE,2009,7,48327,48162,0,0
NEWCASTLE,2009,8,47565,46462,0,0
NEWCASTLE,2009,9,47397,45893,0,0
NEWCASTLE,2009,10,51128,49831,0,0
NEWCASTLE,2009,11,48469,47832,0,0
NEWCASTLE,2009,12,47540,45271,0,0
NEWCASTLE,2010,1,45797,45624,0,0
NEWCASTLE,2010,2,42718,41936,0,0
NEWCASTLE,2010,3,50078,48621,0,0
NEWCASTLE,2010,4,48456,48416,0,0
NEWCASTLE,2010,5,46530,45764,0,0
NEWCASTLE,2010,6,45458,44159,0,0
NEWCASTLE,2010,7,50443,51540,0,0
NEWCASTLE,2010,8,49383,48098,0,0
NEWCASTLE,2010,9,50720,51415,0,0
NEWCASTLE,2010,10,56398,55577,0,0
NEWCASTLE,2010,11,53477,54025,0,0
NEWCASTLE,2010,12,57032,54344,0,0
NEWCASTLE,2011,1,52920,52748,0,0
NEWCASTLE,2011,2,43956,44185,0,0
NEWCASTLE,2011,3,50812,51146,0,0
NEWCASTLE,2011,4,50766,50560,0,0
NEWCASTLE,2011,5,47891,48428,0,0
NEWCASTLE,2011,6,42562,42876,0,0
NEWCASTLE,2011,7,50065,50800,0,0
NEWCASTLE,2011,8,49591,49141,0,0
NEWCASTLE,2011,9,50244,51041,0,0
NEWCASTLE,2011,10,54573,54387,0,0
NEWCASTLE,2011,11,50645,51015,0,0
NEWCASTLE,2011,12,51083,49724,0,0
NEWCASTLE,2012,1,49790,51020,0,0
NEWCASTLE,2012,2,45246,45691,0,0
NEWCASTLE,2012,3,52116,51954,0,0
NEWCASTLE,2012,4,48292,48472,0,0
NEWCASTLE,2012,5,49194,49299,0,0
NEWCASTLE,2012,6,45024,45769,0,0
NEWCASTLE,2012,7,49547,49194,0,0
NEWCASTLE,2012,8,47917,48401,0,0
NEWCASTLE,2012,9,49514,50569,0,0
NEWCASTLE,2012,10,52465,52025,0,0
NEWCASTLE,2012,11,51326,51672,0,0
NEWCASTLE,2012,12,50780,49146,0,0
NEWCASTLE,2013,1,48720,49719,0,0
NEWCASTLE,2013,2,43551,44133,0,0
NEWCASTLE,2013,3,51331,50302,0,0
NEWCASTLE,2013,4,50378,51919,0,0
NEWCASTLE,2013,5,47199,47472,0,0
NEWCASTLE,2013,6,45361,45416,0,0
NEWCASTLE,2013,7,51960,52133,0,0
NEWCASTLE,2013,8,50219,50413,0,0
NEWCASTLE,2013,9,51392,52515,0,0
NEWCASTLE,2013,10,54572,54561,0,0
NEWCASTLE,2013,11,54211,53566,0,0
NEWCASTLE,2013,12,53282,52192,0,0
NEWCASTLE,2014,1,50137,51529,0,0
NEWCASTLE,2014,2,42668,43461,0,0
NEWCASTLE,2014,3,50262,50391,0,0
NEWCASTLE,2014,4,47587,47954,0,0
NEWCASTLE,2014,5,46954,47987,0,0
NEWCASTLE,2014,6,45169,45097,0,0
NEWCASTLE,2014,7,50510,51019,0,0
NEWCASTLE,2014,8,48803,48481,0,0
NEWCASTLE,2014,9,49730,50530,0,0
NEWCASTLE,2014,10,53687,53479,0,0
NEWCASTLE,2014,11,48507,48757,0,0
NEWCASTLE,2014,12,48887,46957,0,0
NEWCASTLE,2015,1,45820,47358,0,0
NEWCASTLE,2015,2,39828,40397,0,0
NEWCASTLE,2015,3,46998,46902,0,0
NEWCASTLE,2015,4,46382,46468,0,0
NEWCASTLE,2015,5,46585,46832,0,0
NEWCASTLE,2015,6,45252,45669,0,0
NEWCASTLE,2015,7,51791,52088,0,0
NEWCASTLE,2015,8,48158,47567,0,0
NEWCASTLE,2015,9,49787,50528,0,0
NEWCASTLE,2015,10,53226,53114,0,0
NEWCASTLE,2015,11,49346,50066,0,0
NEWCASTLE,2015,12,50922,49590,0,0
NEWCASTLE,2016,1,46952,48275,0,0
NEWCASTLE,2016,2,44280,45153,0,0
NEWCASTLE,2016,3,50766,50326,0,0
NEWCASTLE,2016,4,46121,48685,0,0
NEWCASTLE,2016,5,47968,47961,0,0
NEWCASTLE,2016,6,46132,46062,0,0
NEWCASTLE,2016,7,52867,53175,0,0
NEWCASTLE,2016,8,50653,50216,0,0
NEWCASTLE,2016,9,53555,54507,0,0
NEWCASTLE,2016,10,57411,56414,0,0
NEWCASTLE,2016,11,52703,53000,0,0
NEWCASTLE,2016,12,54559,53371,0,0
NEWCASTLE,2017,1,54287,54089,0,0
NEWCASTLE,2017,2,44928,44996,0,0
NEWCASTLE,2017,3,51795,52664,0,0
NEWCASTLE,2017,4,54660,53913,0,0
NEWCASTLE,2017,5,49583,50483,0,0
NEWCASTLE,2017,6,47872,47860,0,0
NEWCASTLE,2017,7,54242,54374,0,0
NEWCASTLE,2017,8,49586,49587,0,0
NEWCASTLE,2017,9,54789,55360,0,0
NEWCASTLE,2017,10,58070,58060,0,0
NEWCASTLE,2017,11,55762,55651,0,0
NEWCASTLE,2017,12,56807,55893,0,0
NEWCASTLE,2018,1,52052,52721,0,0
NEWCASTLE,2018,2,46282,46490,0,0
NEWCASTLE,2018,3,53843,53255,0,0
NEWCASTLE,2018,4,51911,53359,0,0
NEWCASTLE,2018,5,51059,50825,0,0
NEWCASTLE,2018,6,47515,47511,0,0
NEWCASTLE,2018,7,54305,54782,0,0
NEWCASTLE,2018,8,51834,51579,0,0
NEWCASTLE,2018,9,50936,50634,0,0
NEWCASTLE,2018,10,55775,56109,0,0
NEWCASTLE,2018,11,55787,56252,295,279
NEWCASTLE,2018,12,53528,52785,1004,1162
NEWCASTLE,2019,1,53197,53766,1575,1278
NEWCASTLE,2019,2,45697,46100,619,475
NEWCASTLE,2019,3,53342,53523,0,0
NEWCASTLE,2019,4,53436,53930,0,0
NEWCASTLE,2019,5,51067,51398,0,0
NEWCASTLE,2019,6,49209,48677,0,0
NEWCASTLE,2019,7,54497,55290,0,0
NEWCASTLE,2019,8,52640,51999,0,0
NEWCASTLE,2019,9,53249,53411,0,0
NEWCASTLE,2019,10,59321,59179,0,0
NEWCASTLE,2019,11,55892,55878,265,364
NEWCASTLE,2019,12,53867,52369,1225,1323
NEWCASTLE,2020,1,52332,52937,1665,1425
NEWCASTLE,2020,2,46233,46207,625,479
NEWCASTLE,2020,3,31344,30200,0,0
NEWCASTLE,2020,4,247,189,0,0
NEWCASTLE,2020,5,202,203,0,0
NEWCASTLE,2020,6,1087,1016,0,0
NEWCASTLE,2020,7,7474,8291,0,0
NEWCASTLE,2020,8,3077,2296,0,0
NEWCASTLE,2020,9,812,823,0,0
NEWCASTLE,2020,10,1179,914,0,0
NEWCASTLE,2020,11,15158,15305,0,0
NEWCASTLE,2020,12,31394,32309,0,0
NEWCASTLE,2021,1,18498,18060,0,0
NEWCASTLE,2021,2,23499,24066,0,0
NEWCASTLE,2021,3,31863,31887,0,0
NEWCASTLE,2021,4,39497,39748,0,0
NEWCASTLE,2021,5,38360,38721,0,0
NEWCASTLE,2021,6,27885,29026,0,0
NEWCASTLE,2021,7,13291,11879,0,0
NEWCASTLE,2021,8,1301,984,0,0
NEWCASTLE,2021,9,831,603,0,0
NEWCASTLE,2021,10,1504,1372,0,0
NEWCASTLE,2021,11,9886,9765,0,0
NEWCASTLE,2021,12,23849,23949,0,0
NEWCASTLE,2022,1,26741,27333,0,0
NEWCASTLE,2022,2,26946,27306,0,0
NEWCASTLE,2022,3,39436,39485,0,0
NEWCASTLE,2022,4,53597,53244,0,0
NEWCASTLE,2022,5,46049,46899,0,0
NEWCASTLE,2022,6,43845,43965,0,0
NEWCASTLE,2022,7,45478,46645,0,0
NEWCASTLE,2022,8,42540,42309,0,0
NEWCASTLE,2022,9,45920,47185,0,0
NEWCASTLE,2022,10,49971,48395,0,0
NEWCASTLE,2022,11,47167,47413,0,0
NEWCASTLE,2022,12,43492,41951,0,0
NEWCASTLE,2023,1,42531,42760,0,0
NEWCASTLE,2023,2,38929,39363,0,0
NEWCASTLE,2023,3,47410,47959,0,0
NEWCASTLE,2023,4,48406,48215,0,0
NEWCASTLE,2023,5,47200,47583,0,0
NEWCASTLE,2023,6,45514,45830,0,0
NEWCASTLE,2023,7,51559,52371,0,0
NEWCASTLE,2023,8,49184,48597,0,0
NEWCASTLE,2023,9,51857,52814,0,0
NEWCASTLE,2023,10,55192,53632,0,0
NEWCASTLE,2023,11,52195,52542,0,0
NEWCASTLE,2023,12,50426,49127,0,0
NEWCASTLE,2024,1,45851,46678,0,0
NEWCASTLE,2024,2,46964,47233,0,0
NEWCASTLE,2024,3,51856,51103,0,0
NEWCASTLE,2024,4,51219,52873,0,0
PERTH,2009,1,284420,288108,145541,115339
PERTH,2009,2,240828,246457,108734,82162
PERTH,2009,3,290377,290272,101113,102056
PERTH,2009,4,289319,288945,108813,114652
PERTH,2009,5,273757,276679,91788,105108
PERTH,2009,6,263657,260439,98608,114593
PERTH,2009,7,300210,303804,128152,112281
PERTH,2009,8,287863,285473,110726,106906
PERTH,2009,9,292571,296351,121982,120913
PERTH,2009,10,308512,308055,143712,114485
PERTH,2009,11,287543,289705,124069,119648
PERTH,2009,12,296308,291384,128445,154911
PERTH,2010,1,286464,288436,162965,132416
PERTH,2010,2,257710,260696,121055,104937
PERTH,2010,3,310802,308441,123514,128335
PERTH,2010,4,302872,302407,120962,123936
PERTH,2010,5,287923,286187,104309,114443
PERTH,2010,6,287123,283871,115473,143302
PERTH,2010,7,318123,322413,152709,129033
PERTH,2010,8,308752,304122,124979,124766
PERTH,2010,9,318333,314362,135453,138472
PERTH,2010,10,334601,336074,159154,123118
PERTH,2010,11,319379,318384,126434,125609
PERTH,2010,12,334075,328303,132438,165897
PERTH,2011,1,314220,319155,181208,142653
PERTH,2011,2,274070,276149,132824,109037
PERTH,2011,3,330530,331084,123725,124375
PERTH,2011,4,329318,332212,128507,145585
PERTH,2011,5,334896,330573,126487,127062
PERTH,2011,6,309801,305518,122825,142806
PERTH,2011,7,350500,356774,161562,144998
PERTH,2011,8,351078,345010,139530,127583
PERTH,2011,9,346669,345169,140559,144486
PERTH,2011,10,352748,356350,165756,135565
PERTH,2011,11,358408,357742,137757,132561
PERTH,2011,12,360465,347593,136199,175818
PERTH,2012,1,352760,360850,188945,147847
PERTH,2012,2,325182,329065,144942,116154
PERTH,2012,3,372895,368765,139493,142470
PERTH,2012,4,369818,366259,146446,153732
PERTH,2012,5,368165,369693,123171,135126
PERTH,2012,6,360736,354342,134790,154268
PERTH,2012,7,398586,400597,173443,149645
PERTH,2012,8,387883,387138,144289,142521
PERTH,2012,9,384328,379508,155108,155652
PERTH,2012,10,413707,419032,183232,146786
PERTH,2012,11,386062,384542,147270,146048
PERTH,2012,12,380373,379285,150447,196943
PERTH,2013,1,373730,383134,208925,159037
PERTH,2013,2,322002,320456,152007,126370
PERTH,2013,3,381463,380000,151995,151384
PERTH,2013,4,381375,393724,143640,162889
PERTH,2013,5,380024,373231,144424,147124
PERTH,2013,6,357261,342828,141523,160898
PERTH,2013,7,398806,412089,187095,169847
PERTH,2013,8,373945,373517,161495,159005
PERTH,2013,9,373714,373591,166260,169413
PERTH,2013,10,403993,403832,196425,152043
PERTH,2013,11,363121,362817,156917,153245
PERTH,2013,12,377892,375327,170531,227348
PERTH,2014,1,373794,384806,244756,188565
PERTH,2014,2,323572,327180,165809,138879
PERTH,2014,3,368083,363511,157118,158112
PERTH,2014,4,381317,385947,174325,184451
PERTH,2014,5,350939,355327,142723,158400
PERTH,2014,6,342876,330153,145966,170833
PERTH,2014,7,377458,391848,205965,178812
PERTH,2014,8,361356,358479,163905,166519
PERTH,2014,9,362782,366423,179961,181406
PERTH,2014,10,398992,401561,204204,158932
PERTH,2014,11,356660,355399,158386,156950
PERTH,2014,12,369737,370319,173480,221950
PERTH,2015,1,351624,358420,238626,184382
PERTH,2015,2,302620,312158,169685,144653
PERTH,2015,3,359400,351127,160418,167454
PERTH,2015,4,363209,360074,168302,173956
PERTH,2015,5,331242,334104,143271,158138
PERTH,2015,6,334331,315818,147906,177716
PERTH,2015,7,373233,391420,204453,182039
PERTH,2015,8,345804,339311,168066,167076
PERTH,2015,9,345190,354353,175801,178626
PERTH,2015,10,376349,371879,201257,159865
PERTH,2015,11,350883,348296,161118,156852
PERTH,2015,12,366185,364502,177833,225340
PERTH,2016,1,339718,348882,239957,194026
PERTH,2016,2,298463,306771,183022,150969
PERTH,2016,3,351129,344678,169100,174373
PERTH,2016,4,339551,343860,172768,180423
PERTH,2016,5,323448,324678,149078,158887
PERTH,2016,6,319153,317203,153342,186840
PERTH,2016,7,345310,359636,217460,185918
PERTH,2016,8,333833,330911,172310,168899
PERTH,2016,9,345591,347858,187478,191734
PERTH,2016,10,353502,358906,212243,166592
PERTH,2016,11,336632,340980,168867,172050
PERTH,2016,12,361956,352837,188630,234209
PERTH,2017,1,337758,352883,239999,196653
PERTH,2017,2,281671,288163,181235,146779
PERTH,2017,3,331242,332208,168813,174935
PERTH,2017,4,335208,333755,185833,193652
PERTH,2017,5,318488,324138,155396,165738
PERTH,2017,6,310500,312126,158255,190155
PERTH,2017,7,348994,352709,211701,182304
PERTH,2017,8,329875,328372,174162,171298
PERTH,2017,9,330208,335505,183141,189091
PERTH,2017,10,356818,357901,209573,167158
PERTH,2017,11,340894,340217,166263,164421
PERTH,2017,12,359066,346366,183881,225031
PERTH,2018,1,338970,354520,230724,190208
PERTH,2018,2,293234,294222,173590,147109
PERTH,2018,3,347889,339031,172623,178886
PERTH,2018,4,338271,345743,171396,184847
PERTH,2018,5,332088,332706,156686,164906
PERTH,2018,6,310124,310390,160492,195155
PERTH,2018,7,356414,360646,216000,180045
PERTH,2018,8,334133,329291,178516,178586
PERTH,2018,9,339438,345477,182920,187834
PERTH,2018,10,367669,363399,199858,160469
PERTH,2018,11,346125,341988,168215,169049
PERTH,2018,12,353421,336559,187566,230291
PERTH,2019,1,333792,355008,230405,191656
PERTH,2019,2,292431,290188,177469,147449
PERTH,2019,3,327527,324347,163843,169358
PERTH,2019,4,344871,346786,171753,185698
PERTH,2019,5,329652,330261,158107,163144
PERTH,2019,6,315356,306689,155018,180664
PERTH,2019,7,362677,370477,203301,180135
PERTH,2019,8,343016,336164,180370,178650
PERTH,2019,9,339702,339996,180961,185024
PERTH,2019,10,377209,376475,205797,171561
PERTH,2019,11,348086,343342,180935,176849
PERTH,2019,12,367525,348759,190795,234238
PERTH,2020,1,336945,359009,238157,204575
PERTH,2020,2,297652,300717,169482,135267
PERTH,2020,3,233956,226081,93680,84820
PERTH,2020,4,17595,17136,1696,5422
PERTH,2020,5,15780,17204,1141,2285
PERTH,2020,6,29887,31756,1652,2469
PERTH,2020,7,53442,55274,2702,3866
PERTH,2020,8,58156,59012,2038,4142
PERTH,2020,9,78515,75161,2038,2786
PERTH,2020,10,90005,84295,3497,3203
PERTH,2020,11,104170,101412,3648,2905
PERTH,2020,12,163235,140723,4096,3393
PERTH,2021,1,119606,135005,2997,2688
PERTH,2021,2,93691,89784,2249,2109
PERTH,2021,3,192521,185740,3573,2357
PERTH,2021,4,218279,219323,4569,3900
PERTH,2021,5,225194,227822,5451,6428
PERTH,2021,6,203405,200554,6887,6448
PERTH,2021,7,134985,136530,6570,7980
PERTH,2021,8,136243,132964,2894,2954
PERTH,2021,9,159249,151192,1316,2728
PERTH,2021,10,159047,153702,1436,3048
PERTH,2021,11,166141,163799,1295,4178
PERTH,2021,12,129919,119443,1660,4936
PERTH,2022,1,82324,99652,916,5815
PERTH,2022,2,111832,92555,1334,6318
PERTH,2022,3,199907,187184,26166,19622
PERTH,2022,4,280604,273619,49607,50958
PERTH,2022,5,291176,291762,56675,62118
PERTH,2022,6,313411,307999,71995,88871
PERTH,2022,7,331277,332116,106979,99663
PERTH,2022,8,323527,315687,108969,97490
PERTH,2022,9,337380,333644,115510,109928
PERTH,2022,10,348557,343902,128126,104582
PERTH,2022,11,334653,333409,131657,129121
PERTH,2022,12,346758,326265,132960,165623
PERTH,2023,1,330336,344735,177450,145653
PERTH,2023,2,290466,295779,156832,116727
PERTH,2023,3,356856,349462,151270,150223
PERTH,2023,4,340147,338989,146858,155633
PERTH,2023,5,338963,338929,142937,152065
PERTH,2023,6,324425,321743,144937,167385
PERTH,2023,7,353381,350117,180536,159180
PERTH,2023,8,350137,343829,172116,161123
PERTH,2023,9,351260,350195,172558,172998
PERTH,2023,10,380166,376282,186428,154767
PERTH,2023,11,373193,369375,168455,169862
PERTH,2023,12,361408,348658,170872,208971
PERTH,2024,1,346887,354720,223269,182147
PERTH,2024,2,318078,319200,189649,159940
PERTH,2024,3,351087,351770,176149,191162
PERTH,2024,4,365926,364480,188116,182632
PROSERPINE,2009,1,9759,10028,0,0
PROSERPINE,2009,2,8023,8035,0,0
PROSERPINE,2009,3,9231,9060,0,0
PROSERPINE,2009,4,9051,8963,0,0
