AIRPORT,Year,Month,INBOUND DOM,OUTBOUND DOM,INBOUND INTERNAT,OUTBOUND INTERNAT
DARWIN,2013,5,69754,66386,11902,12238
DARWIN,2013,6,77202,73766,11490,14233
DARWIN,2013,7,85730,91046,17711,15892
DARWIN,2013,8,78518,86863,14709,16044
DARWIN,2013,9,77078,76640,15175,14947
DARWIN,2013,10,76345,84183,16029,14077
DARWIN,2013,11,62843,66689,12889,13846
DARWIN,2013,12,62425,72740,10761,21152
DARWIN,2014,1,68673,59642,20907,13760
DARWIN,2014,2,51884,54504,12288,10867
DARWIN,2014,3,62953,62152,12264,11944
DARWIN,2014,4,74805,72966,10904,11950
DARWIN,2014,5,74481,73042,11129,12017
DARWIN,2014,6,90436,84191,12073,15491
DARWIN,2014,7,94921,97274,16732,14403
DARWIN,2014,8,87423,91411,14429,15917
DARWIN,2014,9,79779,81259,13861,13879
DARWIN,2014,10,78438,83022,14688,12566
DARWIN,2014,11,66034,68759,10563,11258
DARWIN,2014,12,62920,77493,8816,15964
DARWIN,2015,1,69503,57368,15839,9890
DARWIN,2015,2,52098,53095,10012,8779
DARWIN,2015,3,65149,63427,9928,10166
DARWIN,2015,4,74927,71880,10371,9647
DARWIN,2015,5,76197,73855,10489,10953
DARWIN,2015,6,88982,83047,10295,12773
DARWIN,2015,7,97542,100915,14992,12248
DARWIN,2015,8,85948,91755,11491,12008
DARWIN,2015,9,82773,82494,10797,10482
DARWIN,2015,10,75128,81496,11222,9569
DARWIN,2015,11,67178,68458,9269,9372
DARWIN,2015,12,60543,75501,8199,13996
DARWIN,2016,1,69963,56451,14691,10021
DARWIN,2016,2,53598,54994,9106,7612
DARWIN,2016,3,66369,66209,8824,9100
DARWIN,2016,4,73084,71795,9808,10021
DARWIN,2016,5,77991,74579,10481,11275
DARWIN,2016,6,90624,84174,10734,13149
DARWIN,2016,7,97118,98221,15791,13694
DARWIN,2016,8,86449,93385,12553,12772
DARWIN,2016,9,82167,83178,11777,12080
DARWIN,2016,10,81098,85102,12234,11149
DARWIN,2016,11,69322,70127,9560,9637
DARWIN,2016,12,63916,77790,8924,17076
DARWIN,2017,1,73163,61620,17466,11510
DARWIN,2017,2,53766,54788,10799,7972
DARWIN,2017,3,67319,65572,9524,9890
DARWIN,2017,4,73820,73730,11407,11660
DARWIN,2017,5,77086,72354,10377,10756
DARWIN,2017,6,89615,83613,11386,14142
DARWIN,2017,7,96791,99647,14671,13244
DARWIN,2017,8,90820,93937,11606,12589
DARWIN,2017,9,80377,81831,11525,10651
DARWIN,2017,10,78841,82495,11330,10565
DARWIN,2017,11,68432,70673,9446,9662
DARWIN,2017,12,63841,75420,8449,14230
DARWIN,2018,1,71306,60705,15625,10304
DARWIN,2018,2,52433,53191,8919,7364
DARWIN,2018,3,64602,65239,7718,8106
DARWIN,2018,4,72393,70218,9102,9005
DARWIN,2018,5,76202,74029,7979,8184
DARWIN,2018,6,84518,80484,9976,10931
DARWIN,2018,7,96710,100013,10465,9930
DARWIN,2018,8,86310,91491,10085,10455
DARWIN,2018,9,81111,82002,9327,9011
DARWIN,2018,10,74963,80197,9424,8537
DARWIN,2018,11,62541,64400,8426,8618
DARWIN,2018,12,59703,70480,7985,13115
DARWIN,2019,1,65415,56170,13501,9880
DARWIN,2019,2,51741,52055,9136,6754
DARWIN,2019,3,60587,59296,7932,7402
DARWIN,2019,4,73370,70662,10018,10067
DARWIN,2019,5,73588,71246,10481,11013
DARWIN,2019,6,83691,79376,10830,12907
DARWIN,2019,7,93885,97733,14178,11800
DARWIN,2019,8,85090,90369,12323,12564
DARWIN,2019,9,77127,78844,11655,11409
DARWIN,2019,10,74434,79762,11996,9762
DARWIN,2019,11,60776,63808,9006,9238
DARWIN,2019,12,60593,67842,7543,14635
DARWIN,2020,1,64657,56560,15026,10712
DARWIN,2020,2,48141,50081,8685,5674
DARWIN,2020,3,41355,39999,4342,2910
DARWIN,2020,4,3401,3309,0,0
DARWIN,2020,5,3014,2736,0,0
DARWIN,2020,6,6728,6568,0,0
DARWIN,2020,7,14237,12332,0,0
DARWIN,2020,8,19355,19061,0,0
DARWIN,2020,9,25754,24295,0,0
DARWIN,2020,10,31623,33532,0,0
DARWIN,2020,11,31186,33267,63,4
DARWIN,2020,12,38497,45294,8,0
DARWIN,2021,1,40399,38445,0,0
DARWIN,2021,2,27246,29308,0,0
DARWIN,2021,3,41072,41479,0,0
DARWIN,2021,4,58960,57078,0,0
DARWIN,2021,5,64413,62995,0,0
DARWIN,2021,6,59264,60502,0,0
DARWIN,2021,7,45513,45924,0,0
DARWIN,2021,8,38962,45706,0,0
DARWIN,2021,9,47173,50023,0,0
DARWIN,2021,10,44302,51407,0,0
DARWIN,2021,11,27062,31216,887,181
DARWIN,2021,12,27859,36036,1003,679
DARWIN,2022,1,33550,27956,1128,672
DARWIN,2022,2,25989,27998,1800,858
DARWIN,2022,3,43814,44414,2796,1979
DARWIN,2022,4,69585,67980,4633,4999
DARWIN,2022,5,74594,70583,5768,6601
DARWIN,2022,6,87873,78844,6072,7727
DARWIN,2022,7,93673,97593,8642,7711
DARWIN,2022,8,77807,83209,7483,6757
DARWIN,2022,9,76708,80271,6289,6134
DARWIN,2022,10,71747,76723,6707,5765
DARWIN,2022,11,57288,59696,7064,6823
DARWIN,2022,12,52909,64556,5409,7952
DARWIN,2023,1,57714,49886,7777,6134
DARWIN,2023,2,43558,43549,6650,5164
DARWIN,2023,3,57575,55273,6237,5577
DARWIN,2023,4,67366,64435,6319,6734
DARWIN,2023,5,72768,69623,6474,6504
DARWIN,2023,6,82253,75790,6842,7183
DARWIN,2023,7,87172,90824,8697,8406
DARWIN,2023,8,80462,84572,8403,8207
DARWIN,2023,9,74658,78849,8317,7713
DARWIN,2023,10,69188,71688,5792,4943
DARWIN,2023,11,53752,55591,7317,7608
DARWIN,2023,12,52349,62568,6170,8556
DARWIN,2024,1,58692,51559,8647,6677
DARWIN,2024,2,47084,47414,7541,6586
DARWIN,2024,3,55733,54290,7612,7730
DARWIN,2024,4,65696,62112,8507,8090
GOLD COAST,2009,1,195206,199577,27096,24424
GOLD COAST,2009,2,154912,155895,22327,20925
GOLD COAST,2009,3,176763,175727,24079,23976
GOLD COAST,2009,4,176219,177224,23212,22039
GOLD COAST,2009,5,165641,166003,23809,25504
GOLD COAST,2009,6,156077,153760,20573,21830
GOLD COAST,2009,7,182386,181734,25121,23157
GOLD COAST,2009,8,179302,176975,27415,29116
GOLD COAST,2009,9,188200,182860,30521,31368
GOLD COAST,2009,10,193845,197470,30399,31251
GOLD COAST,2009,11,178007,179600,30037,32235
GOLD COAST,2009,12,179311,173742,31049,34869
GOLD COAST,2010,1,194353,200699,34977,33841
GOLD COAST,2010,2,181699,179840,31244,31266
GOLD COAST,2010,3,198637,194526,35150,36218
GOLD COAST,2010,4,193045,197697,31212,29531
GOLD COAST,2010,5,181410,182011,26191,28175
GOLD COAST,2010,6,181333,177531,27027,28564
GOLD COAST,2010,7,208794,210106,33974,29982
GOLD COAST,2010,8,193943,195166,34085,37628
GOLD COAST,2010,9,211674,201192,32551,35732
GOLD COAST,2010,10,207738,213135,33635,33355
GOLD COAST,2010,11,200935,204002,30669,35394
GOLD COAST,2010,12,214564,205921,34186,42082
GOLD COAST,2011,1,232797,249492,41804,37522
GOLD COAST,2011,2,168188,173197,32924,31144
GOLD COAST,2011,3,185830,187395,32255,30531
GOLD COAST,2011,4,192240,187386,27558,26353
GOLD COAST,2011,5,170531,173866,26231,27520
GOLD COAST,2011,6,164516,161764,21118,23467
GOLD COAST,2011,7,197540,193552,28041,25173
GOLD COAST,2011,8,180526,179493,30677,31499
GOLD COAST,2011,9,194819,184970,24972,28808
GOLD COAST,2011,10,201561,206303,31390,28441
GOLD COAST,2011,11,192047,193521,28281,30597
GOLD COAST,2011,12,211701,198065,31054,38503
GOLD COAST,2012,1,218113,225797,37778,34394
GOLD COAST,2012,2,176145,181526,31505,29558
GOLD COAST,2012,3,198257,194928,31081,32987
GOLD COAST,2012,4,193298,198991,30159,28698
GOLD COAST,2012,5,169383,168416,24579,24653
GOLD COAST,2012,6,173581,169033,29426,32750
GOLD COAST,2012,7,203728,206186,40614,34658
GOLD COAST,2012,8,193980,195043,36010,37046
GOLD COAST,2012,9,227752,215788,33105,38179
GOLD COAST,2012,10,226551,236294,39394,36229
GOLD COAST,2012,11,213335,215989,35806,36323
GOLD COAST,2012,12,230683,222088,39944,49548
GOLD COAST,2013,1,227975,237676,46240,41993
GOLD COAST,2013,2,176245,181560,37372,33017
GOLD COAST,2013,3,201349,198297,37409,39839
GOLD COAST,2013,4,202809,210613,34455,31352
GOLD COAST,2013,5,170309,172736,30224,30757
GOLD COAST,2013,6,178104,177383,29774,33248
GOLD COAST,2013,7,211763,213706,38532,32125
GOLD COAST,2013,8,197325,199710,35168,36545
GOLD COAST,2013,9,220798,208414,32323,36023
GOLD COAST,2013,10,229553,237503,38248,34129
GOLD COAST,2013,11,197351,201785,33713,34421
GOLD COAST,2013,12,229436,219869,39707,48291
GOLD COAST,2014,1,233478,248687,49373,43639
GOLD COAST,2014,2,175850,180341,38138,35156
GOLD COAST,2014,3,196731,198767,37933,37464
GOLD COAST,2014,4,199982,201778,35779,32787
GOLD COAST,2014,5,176988,177180,31216,29173
GOLD COAST,2014,6,176731,174501,31391,34036
GOLD COAST,2014,7,213989,214951,41936,35206
GOLD COAST,2014,8,199892,203361,35563,37014
GOLD COAST,2014,9,219163,209110,33293,35862
GOLD COAST,2014,10,235350,240190,38397,34072
GOLD COAST,2014,11,205695,206609,33719,35565
GOLD COAST,2014,12,233645,224884,38278,45981
GOLD COAST,2015,1,228760,247455,47430,40477
GOLD COAST,2015,2,176481,180128,35098,32950
GOLD COAST,2015,3,201680,198263,37413,35449
GOLD COAST,2015,4,204814,211335,37202,34068
GOLD COAST,2015,5,182778,184034,34086,31677
GOLD COAST,2015,6,186821,179078,32051,36170
GOLD COAST,2015,7,223508,227796,49303,40515
GOLD COAST,2015,8,205291,207141,37253,37977
GOLD COAST,2015,9,233558,221191,40579,42342
GOLD COAST,2015,10,236242,241794,45123,40934
GOLD COAST,2015,11,212679,218157,38050,40108
GOLD COAST,2015,12,242367,230040,45218,51494
GOLD COAST,2016,1,247220,268967,52344,43905
GOLD COAST,2016,2,197007,202951,42775,36302
GOLD COAST,2016,3,219004,218426,46336,44337
GOLD COAST,2016,4,213036,219439,45883,39557
GOLD COAST,2016,5,190164,193810,40725,37346
GOLD COAST,2016,6,195060,186355,40144,43653
GOLD COAST,2016,7,232007,236570,59466,47514
GOLD COAST,2016,8,210580,215272,47794,48410
GOLD COAST,2016,9,236038,225191,48322,48558
GOLD COAST,2016,10,241097,246926,48289,44655
GOLD COAST,2016,11,217585,221922,41995,42664
GOLD COAST,2016,12,246168,236962,48627,53957
GOLD COAST,2017,1,249932,269342,57691,46200
GOLD COAST,2017,2,190703,196827,42614,36458
GOLD COAST,2017,3,215154,212372,44795,42345
GOLD COAST,2017,4,230176,233720,48791,45433
GOLD COAST,2017,5,197532,199078,40980,37658
GOLD COAST,2017,6,198253,192782,39900,41871
GOLD COAST,2017,7,240788,238372,53245,42828
GOLD COAST,2017,8,210013,214791,45310,44960
GOLD COAST,2017,9,236713,223207,43479,44284
GOLD COAST,2017,10,240741,252165,49333,44902
GOLD COAST,2017,11,226173,228215,41391,43142
GOLD COAST,2017,12,256458,245478,48111,54377
GOLD COAST,2018,1,262917,283349,55665,47400
GOLD COAST,2018,2,198220,201132,41025,37190
GOLD COAST,2018,3,229124,222321,44258,44035
GOLD COAST,2018,4,234754,242712,48166,42169
GOLD COAST,2018,5,195129,197669,38091,36695
GOLD COAST,2018,6,198752,191807,39070,41285
GOLD COAST,2018,7,238435,239301,50439,43182
GOLD COAST,2018,8,222751,224919,43070,42826
GOLD COAST,2018,9,232596,223958,38337,40845
GOLD COAST,2018,10,239357,247668,44146,42429
GOLD COAST,2018,11,223284,223640,35905,37921
GOLD COAST,2018,12,249216,238173,41245,49804
GOLD COAST,2019,1,262601,279573,50028,45595
GOLD COAST,2019,2,190989,197259,37158,33065
GOLD COAST,2019,3,213949,211594,37533,36254
GOLD COAST,2019,4,238715,240862,41791,39330
GOLD COAST,2019,5,202593,203317,33718,31341
GOLD COAST,2019,6,203236,198016,34422,37429
GOLD COAST,2019,7,247576,248958,46702,39113
GOLD COAST,2019,8,222730,225565,38835,39005
GOLD COAST,2019,9,241442,230758,36132,37885
GOLD COAST,2019,10,255381,265431,40033,37218
GOLD COAST,2019,11,225477,231244,34509,35596
GOLD COAST,2019,12,261555,244787,45674,52629
GOLD COAST,2020,1,262457,276137,52235,47115
GOLD COAST,2020,2,185735,189523,36789,32871
GOLD COAST,2020,3,127307,137163,20412,18038
GOLD COAST,2020,4,596,922,0,0
GOLD COAST,2020,5,1025,1272,0,0
GOLD COAST,2020,6,2252,2837,0,0
GOLD COAST,2020,7,21997,19649,0,0
GOLD COAST,2020,8,4075,5636,0,0
GOLD COAST,2020,9,10057,10035,0,284
GOLD COAST,2020,10,16042,15400,0,0
GOLD COAST,2020,11,17802,18453,0,0
GOLD COAST,2020,12,101843,86257,0,0
GOLD COAST,2021,1,86476,106520,0,0
GOLD COAST,2021,2,78519,81407,0,0
GOLD COAST,2021,3,142324,138815,0,0
GOLD COAST,2021,4,197500,199954,1797,2603
GOLD COAST,2021,5,186483,185124,7460,6807
GOLD COAST,2021,6,119201,117418,8198,7736
GOLD COAST,2021,7,43177,52264,4205,5438
GOLD COAST,2021,8,5901,6584,0,0
GOLD COAST,2021,9,12427,12573,0,0
GOLD COAST,2021,10,12556,13379,0,0
GOLD COAST,2021,11,17318,18011,0,0
GOLD COAST,2021,12,119880,85001,0,0
GOLD COAST,2022,1,182877,202648,0,0
GOLD COAST,2022,2,151862,151166,301,124
GOLD COAST,2022,3,196849,199365,2983,3031
GOLD COAST,2022,4,270544,269351,8060,7695
GOLD COAST,2022,5,217755,220808,9571,8649
GOLD COAST,2022,6,231105,221148,15210,16385
GOLD COAST,2022,7,243878,245747,26229,22633
GOLD COAST,2022,8,216702,218038,25503,25076
GOLD COAST,2022,9,232538,227367,26255,26290
GOLD COAST,2022,10,237083,237880,27812,26387
GOLD COAST,2022,11,231294,233057,28108,29278
GOLD COAST,2022,12,243465,234968,27094,28518
GOLD COAST,2023,1,248670,261906,32363,28659
GOLD COAST,2023,2,188231,187276,28225,26802
GOLD COAST,2023,3,211524,213378,30936,30210
GOLD COAST,2023,4,229806,228478,39214,36705
GOLD COAST,2023,5,205362,205698,32887,30946
GOLD COAST,2023,6,209560,201489,35099,37464
GOLD COAST,2023,7,238507,241729,43785,36661
GOLD COAST,2023,8,218772,220353,34098,33112
GOLD COAST,2023,9,244452,236402,36804,37399
GOLD COAST,2023,10,240543,246162,36152,33809
GOLD COAST,2023,11,229172,231813,25198,26729
GOLD COAST,2023,12,257085,243178,26944,30423
GOLD COAST,2024,1,258128,275765,32659,29658
GOLD COAST,2024,2,212791,214004,23412,22061
GOLD COAST,2024,3,242625,236651,23851,23870
GOLD COAST,2024,4,243096,248009,30213,26508
HAMILTON ISLAND,2009,1,19233,21400,0,0
HAMILTON ISLAND,2009,2,13441,13381,0,0
HAMILTON ISLAND,2009,3,16418,16376,0,0
HAMILTON ISLAND,2009,4,17439,17532,0,0
HAMILTON ISLAND,2009,5,14959,15330,0,0
HAMILTON ISLAND,2009,6,15081,14625,0,0
HAMILTON ISLAND,2009,7,19347,19839,0,0
HAMILTON ISLAND,2009,8,20162,20478,0,0
HAMILTON ISLAND,2009,9,23005,22603,0,0
HAMILTON ISLAND,2009,10,24217,24561,0,0
HAMILTON ISLAND,2009,11,22397,22966,0,0
HAMILTON ISLAND,2009,12,21234,20414,0,0
HAMILTON ISLAND,2010,1,21471,23160,0,0
HAMILTON ISLAND,2010,2,16794,16718,0,0
HAMILTON ISLAND,2010,3,17924,17626,0,0
HAMILTON ISLAND,2010,4,19470,19653,0,0
HAMILTON ISLAND,2010,5,15711,16409,0,0
HAMILTON ISLAND,2010,6,16377,15523,0,0
HAMILTON ISLAND,2010,7,19521,20456,0,0
HAMILTON ISLAND,2010,8,20111,20047,0,0
HAMILTON ISLAND,2010,9,22709,21122,0,0
HAMILTON ISLAND,2010,10,23376,24636,0,0
HAMILTON ISLAND,2010,11,21799,22621,0,0
HAMILTON ISLAND,2010,12,22647,21194,0,0
HAMILTON ISLAND,2011,1,20297,23727,0,0
HAMILTON ISLAND,2011,2,12751,12155,0,0
HAMILTON ISLAND,2011,3,16346,16232,0,0
HAMILTON ISLAND,2011,4,19114,18848,0,0
HAMILTON ISLAND,2011,5,14177,15277,0,0
HAMILTON ISLAND,2011,6,14850,13628,0,0
HAMILTON ISLAND,2011,7,19457,19650,0,0
HAMILTON ISLAND,2011,8,19876,19779,0,0
HAMILTON ISLAND,2011,9,23094,21284,0,0
HAMILTON ISLAND,2011,10,22886,24516,0,0
HAMILTON ISLAND,2011,11,21386,22319,0,0
HAMILTON ISLAND,2011,12,21111,19668,0,0
HAMILTON ISLAND,2012,1,19546,22017,0,0
HAMILTON ISLAND,2012,2,13543,13827,0,0
HAMILTON ISLAND,2012,3,16254,15380,0,0
HAMILTON ISLAND,2012,4,18323,18765,0,0
HAMILTON ISLAND,2012,5,14535,15003,0,0
HAMILTON ISLAND,2012,6,16231,14644,0,0
HAMILTON ISLAND,2012,7,17730,18047,0,0
HAMILTON ISLAND,2012,8,18029,17452,0,0
HAMILTON ISLAND,2012,9,21942,20358,0,0
HAMILTON ISLAND,2012,10,21947,22979,0,0
HAMILTON ISLAND,2012,11,21088,21290,0,0
HAMILTON ISLAND,2012,12,21496,20261,0,0
HAMILTON ISLAND,2013,1,19124,21253,0,0
HAMILTON ISLAND,2013,2,15268,15134,0,0
HAMILTON ISLAND,2013,3,17792,16657,0,0
HAMILTON ISLAND,2013,4,17849,18928,0,0
HAMILTON ISLAND,2013,5,15088,15102,0,0
HAMILTON ISLAND,2013,6,16694,15212,0,0
HAMILTON ISLAND,2013,7,17875,19112,0,0
HAMILTON ISLAND,2013,8,20422,19647,0,0
HAMILTON ISLAND,2013,9,23283,21927,0,0
HAMILTON ISLAND,2013,10,23693,24577,0,0
HAMILTON ISLAND,2013,11,22775,22928,0,0
HAMILTON ISLAND,2013,12,23009,21951,0,0
HAMILTON ISLAND,2014,1,21333,23441,0,0
HAMILTON ISLAND,2014,2,17279,17282,0,0
HAMILTON ISLAND,2014,3,17274,17414,0,0
HAMILTON ISLAND,2014,4,18407,18367,0,0
HAMILTON ISLAND,2014,5,16644,16586,0,0
HAMILTON ISLAND,2014,6,16873,15213,0,0
HAMILTON ISLAND,2014,7,20478,21793,0,0
HAMILTON ISLAND,2014,8,21538,21307,0,0
HAMILTON ISLAND,2014,9,24516,22996,0,0
HAMILTON ISLAND,2014,10,24055,25300,0,0
HAMILTON ISLAND,2014,11,21743,22049,0,0
HAMILTON ISLAND,2014,12,22916,21701,0,0
HAMILTON ISLAND,2015,1,21515,24010,0,0
HAMILTON ISLAND,2015,2,18129,17566,0,0
HAMILTON ISLAND,2015,3,18788,18138,0,0
HAMILTON ISLAND,2015,4,18567,19125,0,0
HAMILTON ISLAND,2015,5,16356,16902,0,0
HAMILTON ISLAND,2015,6,18103,16269,0,0
HAMILTON ISLAND,2015,7,19019,19946,0,0
HAMILTON ISLAND,2015,8,21042,21156,0,0
HAMILTON ISLAND,2015,9,23255,21637,0,0
HAMILTON ISLAND,2015,10,23315,24246,0,0
HAMILTON ISLAND,2015,11,21629,22375,0,0
HAMILTON ISLAND,2015,12,23727,21671,0,0
HAMILTON ISLAND,2016,1,22617,24999,0,0
HAMILTON ISLAND,2016,2,20744,20562,0,0
HAMILTON ISLAND,2016,3,22312,20772,0,0
HAMILTON ISLAND,2016,4,21842,22714,0,0
HAMILTON ISLAND,2016,5,18880,20006,0,0
HAMILTON ISLAND,2016,6,19262,17017,0,0
HAMILTON ISLAND,2016,7,23290,24686,0,0
HAMILTON ISLAND,2016,8,22826,23024,0,0
HAMILTON ISLAND,2016,9,26244,24538,0,0
HAMILTON ISLAND,2016,10,25971,27069,0,0
HAMILTON ISLAND,2016,11,24398,25255,0,0
HAMILTON ISLAND,2016,12,26315,24479,0,0
HAMILTON ISLAND,2017,1,26590,29087,0,0
HAMILTON ISLAND,2017,2,19690,20718,0,0
HAMILTON ISLAND,2017,3,17665,18510,0,0
HAMILTON ISLAND,2017,4,8954,7837,0,0
HAMILTON ISLAND,2017,5,12495,12799,0,0
HAMILTON ISLAND,2017,6,12601,11540,0,0
HAMILTON ISLAND,2017,7,17069,17966,0,0
HAMILTON ISLAND,2017,8,17459,17375,0,0
HAMILTON ISLAND,2017,9,19922,18540,0,0
HAMILTON ISLAND,2017,10,19266,20888,0,0
HAMILTON ISLAND,2017,11,18585,18765,0,0
HAMILTON ISLAND,2017,12,20167,19063,0,0
HAMILTON ISLAND,2018,1,18523,20414,0,0
HAMILTON ISLAND,2018,2,16593,16666,0,0
HAMILTON ISLAND,2018,3,16672,15753,0,0
HAMILTON ISLAND,2018,4,15867,16890,0,0
HAMILTON ISLAND,2018,5,13253,13723,0,0
HAMILTON ISLAND,2018,6,13797,13148,0,0
HAMILTON ISLAND,2018,7,18537,19562,0,0
HAMILTON ISLAND,2018,8,18498,18441,0,0
HAMILTON ISLAND,2018,9,20506,19290,0,0
HAMILTON ISLAND,2018,10,20146,21935,0,0
HAMILTON ISLAND,2018,11,19180,19367,0,0
HAMILTON ISLAND,2018,12,20924,19699,0,0
HAMILTON ISLAND,2019,1,18734,21179,0,0
HAMILTON ISLAND,2019,2,15354,15844,0,0
HAMILTON ISLAND,2019,3,15182,15103,0,0
HAMILTON ISLAND,2019,4,18466,18217,0,0
HAMILTON ISLAND,2019,5,13986,14324,0,0
HAMILTON ISLAND,2019,6,14973,13789,0,0
HAMILTON ISLAND,2019,7,19871,20944,0,0
HAMILTON ISLAND,2019,8,19838,19645,0,0
HAMILTON ISLAND,2019,9,22853,21528,0,0
HAMILTON ISLAND,2019,10,22524,24536,0,0
HAMILTON ISLAND,2019,11,20579,20977,0,0
HAMILTON ISLAND,2019,12,23078,21022,0,0
HAMILTON ISLAND,2020,1,22712,25497,0,0
HAMILTON ISLAND,2020,2,14231,14505,0,0
HAMILTON ISLAND,2020,3,10071,12473,0,0
HAMILTON ISLAND,2020,4,0,0,0,0
HAMILTON ISLAND,2020,5,0,0,0,0
HAMILTON ISLAND,2020,6,0,0,0,0
HAMILTON ISLAND,2020,7,254,103,0,0
HAMILTON ISLAND,2020,8,4259,3940,0,0
HAMILTON ISLAND,2020,9,8241,7285,0,0
HAMILTON ISLAND,2020,10,8730,9254,0,0
HAMILTON ISLAND,2020,11,9643,9220,0,0
HAMILTON ISLAND,2020,12,14690,13664,0,0
HAMILTON ISLAND,2021,1,10317,12310,0,0
HAMILTON ISLAND,2021,2,11631,10806,0,0
HAMILTON ISLAND,2021,3,18225,17235,0,0
HAMILTON ISLAND,2021,4,20772,20463,0,0
HAMILTON ISLAND,2021,5,19954,21048,0,0
HAMILTON ISLAND,2021,6,17249,16271,0,0
HAMILTON ISLAND,2021,7,10794,13887,0,0
HAMILTON ISLAND,2021,8,4340,4691,0,0
HAMILTON ISLAND,2021,9,10406,9404,0,0
HAMILTON ISLAND,2021,10,11625,12654,0,0
HAMILTON ISLAND,2021,11,10789,10601,0,0
HAMILTON ISLAND,2021,12,17026,14663,0,0
HAMILTON ISLAND,2022,1,14446,16313,0,0
HAMILTON ISLAND,2022,2,16502,16129,0,0
HAMILTON ISLAND,2022,3,19756,19377,0,0
HAMILTON ISLAND,2022,4,22722,22756,0,0
HAMILTON ISLAND,2022,5,20748,21417,0,0
HAMILTON ISLAND,2022,6,21297,19433,0,0
HAMILTON ISLAND,2022,7,22580,24049,0,0
HAMILTON ISLAND,2022,8,19831,20154,0,0
HAMILTON ISLAND,2022,9,23457,21920,0,0
HAMILTON ISLAND,2022,10,23848,25602,0,0
HAMILTON ISLAND,2022,11,21402,22093,0,0
HAMILTON ISLAND,2022,12,22644,21576,0,0
HAMILTON ISLAND,2023,1,22244,25226,0,0
HAMILTON ISLAND,2023,2,15672,16084,0,0
HAMILTON ISLAND,2023,3,19639,19003,0,0
HAMILTON ISLAND,2023,4,21237,21644,0,0
HAMILTON ISLAND,2023,5,16799,17715,0,0
HAMILTON ISLAND,2023,6,18886,16883,0,0
HAMILTON ISLAND,2023,7,20977,22514,0,0
HAMILTON ISLAND,2023,8,20181,20074,0,0
HAMILTON ISLAND,2023,9,24692,23278,0,0
HAMILTON ISLAND,2023,10,22003,24027,0,0
HAMILTON ISLAND,2023,11,21715,21567,0,0
HAMILTON ISLAND,2023,12,23138,21393,0,0
HAMILTON ISLAND,2024,1,19849,22780,0,0
HAMILTON ISLAND,2024,2,17969,17826,0,0
HAMILTON ISLAND,2024,3,20464,18447,0,0
HAMILTON ISLAND,2024,4,18993,20979,0,0
HOBART,2009,1,88551,96258,0,0
HOBART,2009,2,80226,77967,0,0
HOBART,2009,3,85655,88241,0,0
HOBART,2009,4,80504,81802,0,0
HOBART,2009,5,71580,76766,0,0
HOBART,2009,6,67913,64387,0,0
HOBART,2009,7,69369,70328,0,0
HOBART,2009,8,72844,73169,0,0
HOBART,2009,9,77671,73040,0,0
HOBART,2009,10,79255,78683,0,0
HOBART,2009,11,78141,78185,0,0
HOBART,2009,12,85143,78781,0,0
HOBART,2010,1,82337,89740,0,0
HOBART,2010,2,80480,77113,0,0
HOBART,2010,3,83340,84388,0,0
HOBART,2010,4,77541,81585,0,0
HOBART,2010,5,70607,76458,0,0
HOBART,2010,6,70837,66836,0,0
HOBART,2010,7,70896,73702,0,0
HOBART,2010,8,71393,72567,0,0
HOBART,2010,9,79678,71781,0,0
HOBART,2010,10,78044,78129,0,0
HOBART,2010,11,80259,81028,0,0
HOBART,2010,12,97986,85367,0,0
HOBART,2011,1,92675,106709,0,0
HOBART,2011,2,83321,79592,0,0
HOBART,2011,3,87289,90641,0,0
HOBART,2011,4,76354,80101,0,0
HOBART,2011,5,69370,76509,0,0
HOBART,2011,6,60645,59129,0,0
HOBART,2011,7,67266,68520,0,0
HOBART,2011,8,66258,68792,0,0
HOBART,2011,9,74384,66544,0,0
HOBART,2011,10,74678,75770,0,0
HOBART,2011,11,76263,76813,0,0
HOBART,2011,12,89010,78048,0,0
HOBART,2012,1,84357,97944,0,0
HOBART,2012,2,78675,76620,0,0
HOBART,2012,3,81410,84749,0,0
HOBART,2012,4,75329,78629,0,0
HOBART,2012,5,66036,73834,0,0
HOBART,2012,6,69742,64966,0,0
HOBART,2012,7,69699,70926,0,0
HOBART,2012,8,69350,70866,0,0
HOBART,2012,9,82379,73729,0,0
HOBART,2012,10,81473,84636,0,0
HOBART,2012,11,91650,90863,0,0
HOBART,2012,12,108100,93064,0,0
HOBART,2013,1,95467,112438,0,0
HOBART,2013,2,84575,84478,0,0
HOBART,2013,3,96515,95278,0,0
HOBART,2013,4,83602,94754,0,0
HOBART,2013,5,74986,75030,0,0
HOBART,2013,6,71412,71281,0,0
HOBART,2013,7,81088,83784,0,0
HOBART,2013,8,79622,80027,0,0
HOBART,2013,9,81809,78832,0,0
HOBART,2013,10,91869,89038,0,0
HOBART,2013,11,91192,90315,0,0
HOBART,2013,12,108502,95812,0,0
HOBART,2014,1,99727,112709,0,0
HOBART,2014,2,85952,85280,0,0
HOBART,2014,3,94087,98207,0,0
HOBART,2014,4,84171,90769,0,0
HOBART,2014,5,76390,76964,0,0
HOBART,2014,6,75294,75202,0,0
HOBART,2014,7,82618,85222,0,0
HOBART,2014,8,78837,79802,0,0
HOBART,2014,9,81768,78408,0,0
HOBART,2014,10,95303,91155,0,0
HOBART,2014,11,94398,94140,0,0
