AIRPORT,Year,INBOUND FRIEGHT,OUTBOUND FREIGHT,INBOUND MAIL,OUTBOUND MAIL
NORFOLK ISLAND,1996-97,146.424,5.377,0.6,0.0
NORFOLK ISLAND,1997-98,134.848,16.084,4.098,0.82
NORFOLK ISLAND,1998-99,136.209,16.966,4.905,2.349
NORFOLK ISLAND,1999-00,128.975,12.442,5.571,2.438
NORFOLK ISLAND,2000-01,128.848,15.142,5.493,2.186
NORFOLK ISLAND,2001-02,110.606,23.967,4.423,5.649
NORFOLK ISLAND,2002-03,103.899,14.302,3.68,17.167
NORFOLK ISLAND,2003-04,133.71,14.105,3.336,15.928
NORFOLK ISLAND,2004-05,110.254,14.415,3.386,14.66
NORFOLK ISLAND,2005-06,90.579,14.346,3.363,4.597
NORFOLK ISLAND,2006-07,91.327,16.431,3.346,1.643
NORFOLK ISLAND,2007-08,98.141,8.904,3.423,1.506
NORFOLK ISLAND,2008-09,82.405,8.207,2.997,1.392
NORFOLK ISLAND,2009-10,80.467,6.273,2.626,0.82
NORFOLK ISLAND,2010-11,72.687,4.14,2.406,0.771
NORFOLK ISLAND,2011-12,82.081,5.119,2.043,0.648
NORFOLK ISLAND,2012-13,66.732,8.909,1.955,0.627
NORFOLK ISLAND,2013-14,60.041,7.054,1.842,0.506
NORFOLK ISLAND,2014-15,56.933,6.799,1.33,0.496
NORFOLK ISLAND,2015-16,58.083,8.951,1.115,0.452
NORFOLK ISLAND,2016-17,56.321,14.274,0.115,0.0
NORFOLK ISLAND,2017-18,0.0,0.0,0.0,0.0
NORFOLK ISLAND,2018-19,0.0,0.0,0.0,0.0
NORFOLK ISLAND,2019-20,6.389,0.0,0.0,0.0
NORFOLK ISLAND,2020-21,1.232,0.0,0.0,0.0
NORFOLK ISLAND,2021-22,0.853,0.352,0.0,0.0
NORFOLK ISLAND,2022-23,5.199,0.056,0.0,0.0
PERTH,1985-86,5312.694,15261.57,64.517,124.792
PERTH,1986-87,5256.088,16668.169,50.057,206.582
PERTH,1987-88,6768.762,15010.225,80.082,224.413
PERTH,1988-89,9057.049,14268.127,369.224,366.293
PERTH,1989-90,8578.655,15974.657,399.693,426.657
PERTH,1990-91,8606.996,18305.728,461.933,438.465
PERTH,1991-92,9141.094,23567.035,413.804,445.662
PERTH,1992-93,8415.474,27631.432,436.144,483.828
PERTH,1993-94,9580.989,27815.918,513.68,526.542
PERTH,1994-95,11674.052,27681.547,513.143,552.959
PERTH,1995-96,10958.431,27822.42,525.495,623.044
PERTH,1996-97,11492.195,31217.404,587.158,560.408
PERTH,1997-98,16336.607,32503.334,588.686,565.446
PERTH,1998-99,15106.215,31884.294,623.409,755.86
PERTH,1999-00,15329.658,34807.391,711.292,930.094
PERTH,2000-01,13989.839,40264.998,607.384,994.921
PERTH,2001-02,14090.624,36866.737,648.898,1084.502
PERTH,2002-03,16401.207,34384.586,658.588,873.992
PERTH,2003-04,19856.095,33155.287,776.19,723.381
PERTH,2004-05,22931.953,33474.553,806.833,711.246
PERTH,2005-06,26797.166,32892.211,678.704,699.111
PERTH,2006-07,32197.623,32588.142,912.642,717.734
PERTH,2007-08,37256.723,31462.459,1241.738,672.383
PERTH,2008-09,29861.636,34818.178,1102.146,681.151
PERTH,2009-10,32572.023,32604.173,1004.376,676.316
PERTH,2010-11,40787.614,30948.309,946.738,552.209
PERTH,2011-12,43063.595,29097.438,977.98,531.016
PERTH,2012-13,46144.392,37419.705,1169.27,450.243
PERTH,2013-14,41352.123,38859.545,1322.303,198.283
PERTH,2014-15,43294.56,47491.855,931.486,146.316
PERTH,2015-16,39774.593,56117.517,683.457,199.956
PERTH,2016-17,42054.663,58899.391,869.301,175.589
PERTH,2017-18,45242.237,63390.694,768.375,229.4
PERTH,2018-19,43341.401,59341.544,785.63,390.647
PERTH,2019-20,35050.773,49254.355,752.231,349.534
PERTH,2020-21,25943.472,29539.109,765.702,174.124
PERTH,2021-22,33062.838,29854.972,539.227,424.122
PERTH,2022-23,31346.624,32646.04,221.913,281.136
PORT HEDLAND,1985-86,0.0,0.0,0.0,0.0
PORT HEDLAND,1986-87,0.197,0.039,0.0,0.0
PORT HEDLAND,1987-88,0.641,0.074,0.0,0.0
PORT HEDLAND,1988-89,0.844,0.151,0.0,0.0
PORT HEDLAND,1989-90,0.012,0.0,0.0,0.0
PORT HEDLAND,1990-91,0.805,0.006,0.0,0.0
PORT HEDLAND,1991-92,0.191,0.0,0.0,0.0
PORT HEDLAND,1992-93,0.062,0.0,0.0,0.0
PORT HEDLAND,1993-94,0.347,0.0,0.0,0.0
PORT HEDLAND,1994-95,0.142,0.0,0.0,0.0
PORT HEDLAND,1995-96,0.0,0.0,0.0,0.0
PORT HEDLAND,1996-97,0.0,0.0,0.0,0.0
PORT HEDLAND,1997-98,0.0,0.0,0.0,0.0
PORT HEDLAND,1998-99,0.0,0.0,0.0,0.0
PORT HEDLAND,1999-00,0.0,0.0,0.0,0.0
PORT HEDLAND,2000-01,0.0,0.0,0.0,0.0
PORT HEDLAND,2001-02,0.0,0.0,0.0,0.0
PORT HEDLAND,2002-03,0.0,0.0,0.0,0.0
PORT HEDLAND,2003-04,0.0,0.0,0.0,0.0
PORT HEDLAND,2004-05,0.0,0.0,0.0,0.0
PORT HEDLAND,2005-06,0.0,0.0,0.0,0.0
PORT HEDLAND,2006-07,0.0,0.0,0.0,0.0
PORT HEDLAND,2007-08,0.0,0.0,0.0,0.0
PORT HEDLAND,2008-09,0.0,0.0,0.0,0.0
PORT HEDLAND,2009-10,0.0,0.0,0.0,0.0
PORT HEDLAND,2010-11,0.0,0.0,0.0,0.0
PORT HEDLAND,2011-12,0.0,0.0,0.0,0.0
PORT HEDLAND,2012-13,0.0,0.0,0.0,0.0
PORT HEDLAND,2013-14,0.0,0.0,0.0,0.0
PORT HEDLAND,2014-15,0.0,0.0,0.0,0.0
PORT HEDLAND,2015-16,0.0,0.0,0.0,0.0
PORT HEDLAND,2016-17,0.0,0.0,0.0,0.0
PORT HEDLAND,2017-18,0.0,0.0,0.0,0.0
PORT HEDLAND,2018-19,0.0,0.0,0.0,0.0
PORT HEDLAND,2019-20,0.0,0.0,0.0,0.0
PORT HEDLAND,2020-21,0.0,0.0,0.0,0.0
PORT HEDLAND,2021-22,0.0,0.0,0.0,0.0
PORT HEDLAND,2022-23,0.0,0.0,0.0,0.0
SUNSHINE COAST,1986-87,0.0,0.0,0.0,0.0
SUNSHINE COAST,1987-88,0.0,0.0,0.0,0.0
SUNSHINE COAST,1988-89,0.0,0.0,0.0,0.0
SUNSHINE COAST,1989-90,0.0,0.0,0.0,0.0
SUNSHINE COAST,1990-91,0.0,0.0,0.0,0.0
SUNSHINE COAST,1991-92,0.0,0.0,0.0,0.0
SUNSHINE COAST,1992-93,0.0,0.0,0.0,0.0
SUNSHINE COAST,1993-94,0.0,0.0,0.0,0.0
SUNSHINE COAST,1994-95,0.0,0.0,0.0,0.0
SUNSHINE COAST,1995-96,0.0,0.0,0.0,0.0
SUNSHINE COAST,1996-97,0.0,0.0,0.0,0.0
SUNSHINE COAST,1997-98,0.0,0.0,0.0,0.0
SUNSHINE COAST,1998-99,0.0,0.0,0.0,0.0
SUNSHINE COAST,1999-00,0.0,0.0,0.0,0.0
SUNSHINE COAST,2000-01,0.0,0.0,0.0,0.0
SUNSHINE COAST,2001-02,0.0,0.0,0.0,0.0
SUNSHINE COAST,2002-03,0.0,0.0,0.0,0.0
SUNSHINE COAST,2003-04,0.0,0.0,0.0,0.0
SUNSHINE COAST,2004-05,0.0,0.0,0.0,0.0
SUNSHINE COAST,2005-06,0.0,0.0,0.0,0.0
SUNSHINE COAST,2006-07,0.0,0.0,0.0,0.0
SUNSHINE COAST,2007-08,0.0,0.0,0.0,0.0
SUNSHINE COAST,2008-09,0.0,0.0,0.0,0.0
SUNSHINE COAST,2009-10,0.0,0.0,0.0,0.0
SUNSHINE COAST,2010-11,0.0,0.0,0.0,0.0
SUNSHINE COAST,2011-12,0.0,0.0,0.0,0.0
SUNSHINE COAST,2012-13,0.0,0.001,0.0,0.0
SUNSHINE COAST,2013-14,0.0,0.001,0.0,0.002
SUNSHINE COAST,2014-15,0.0,0.0,0.0,0.004
SUNSHINE COAST,2015-16,0.005,0.0,0.0,0.001
SUNSHINE COAST,2016-17,0.0,0.0,0.0,0.0
SUNSHINE COAST,2017-18,0.0,0.0,0.0,0.0
SUNSHINE COAST,2018-19,0.0,0.0,0.0,0.0
SUNSHINE COAST,2019-20,0.0,0.0,0.0,0.005
SUNSHINE COAST,2020-21,0.0,0.0,0.0,0.0
SUNSHINE COAST,2021-22,0.0,0.0,0.0,0.0
SUNSHINE COAST,2022-23,0.058,0.072,0.001,0.0
SYDNEY,1985-86,67232.44,60955.034,811.022,2018.679
SYDNEY,1986-87,66758.103,79641.249,964.191,2361.158
SYDNEY,1987-88,76984.811,85821.595,945.526,2741.491
SYDNEY,1988-89,95662.146,82657.936,5118.611,3842.561
SYDNEY,1989-90,105700.383,90317.249,5511.786,3761.272
SYDNEY,1990-91,107009.613,88980.669,6193.344,3695.869
SYDNEY,1991-92,108583.273,95522.864,6304.725,4016.002
SYDNEY,1992-93,119163.569,116654.45,5774.133,3729.671
SYDNEY,1993-94,127372.216,126434.145,5983.117,4285.854
SYDNEY,1994-95,148056.583,140595.545,5844.613,4176.88
SYDNEY,1995-96,145958.251,152676.419,6285.268,4561.73
SYDNEY,1996-97,157435.679,161497.358,7408.297,4817.044
SYDNEY,1997-98,175397.829,164830.464,8407.572,5385.828
SYDNEY,1998-99,177573.204,162184.375,9089.437,6715.579
SYDNEY,1999-00,187620.63,148935.505,9609.078,7116.27
SYDNEY,2000-01,173403.828,145980.882,10182.429,7440.01
SYDNEY,2001-02,160447.324,148281.331,9288.568,7418.383
SYDNEY,2002-03,162995.948,134523.968,8950.9,7363.707
SYDNEY,2003-04,183539.703,114573.802,9256.192,8103.768
SYDNEY,2004-05,216379.047,121063.208,10122.689,7541.105
SYDNEY,2005-06,234781.523,119841.358,11774.607,7414.688
SYDNEY,2006-07,243269.648,126708.321,12583.765,6939.245
SYDNEY,2007-08,263400.078,127202.385,16641.984,7226.442
SYDNEY,2008-09,224305.842,119795.125,15131.296,7102.264
SYDNEY,2009-10,256227.615,121667.9,16216.542,7091.526
SYDNEY,2010-11,272924.298,122319.365,18762.601,7107.379
SYDNEY,2011-12,291991.534,125898.972,19990.938,6732.85
SYDNEY,2012-13,289161.767,129264.63,19109.474,6191.834
SYDNEY,2013-14,277264.331,132305.814,17852.528,6827.236
SYDNEY,2014-15,270306.72,155679.838,17432.606,6863.577
SYDNEY,2015-16,264099.156,196512.101,15939.84,6129.479
SYDNEY,2016-17,285501.386,203690.977,17656.726,5802.804
SYDNEY,2017-18,305921.897,224559.268,17408.412,5865.602
SYDNEY,2018-19,301418.353,232191.819,17473.404,5390.82
SYDNEY,2019-20,289027.385,225532.402,14658.777,5415.484
SYDNEY,2020-21,325879.366,231974.753,10063.579,6445.602
SYDNEY,2021-22,351660.43,224356.13,7020.287,5384.285
SYDNEY,2022-23,304657.091,184551.402,8043.135,6198.75
TOOWOOMBA WELLCAMP,1985-86,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,1986-87,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,1987-88,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,1988-89,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,1989-90,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,1990-91,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,1991-92,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,1992-93,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,1993-94,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,1994-95,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,1995-96,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,1996-97,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,1997-98,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,1998-99,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,1999-00,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,2000-01,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,2001-02,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,2002-03,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,2003-04,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,2004-05,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,2005-06,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,2006-07,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,2007-08,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,2008-09,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,2009-10,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,2010-11,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,2011-12,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,2012-13,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,2013-14,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,2014-15,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,2015-16,0.0,0.0,0.0,0.0
TOOWOOMBA WELLCAMP,2016-17,21.779,365.708,0.0,0.0
TOOWOOMBA WELLCAMP,2017-18,117.643,817.112,0.0,0.0
TOOWOOMBA WELLCAMP,2018-19,217.228,995.615,0.0,0.0
TOOWOOMBA WELLCAMP,2019-20,175.514,1260.766,0.0,0.0
TOOWOOMBA WELLCAMP,2020-21,104.826,3279.087,0.0,0.0
TOOWOOMBA WELLCAMP,2021-22,410.147,1212.113,0.0,0.0
TOOWOOMBA WELLCAMP,2022-23,90.231,1495.108,0.0,0.0
TOWNSVILLE,1985-86,149.292,253.777,0.0,0.0
TOWNSVILLE,1986-87,115.848,577.399,0.0,0.0
TOWNSVILLE,1987-88,122.461,345.037,0.0,0.005
TOWNSVILLE,1988-89,230.458,207.272,0.0,0.0
TOWNSVILLE,1989-90,191.506,250.669,0.0,0.0
TOWNSVILLE,1990-91,124.216,252.068,0.0,0.0
TOWNSVILLE,1991-92,0.0,0.0,0.0,0.0
TOWNSVILLE,1992-93,2.68,147.651,0.0,0.0
TOWNSVILLE,1993-94,12.507,415.559,0.0,0.0
TOWNSVILLE,1994-95,3.806,91.182,0.0,0.0
TOWNSVILLE,1995-96,0.0,0.0,0.0,0.0
TOWNSVILLE,1996-97,0.021,0.0,0.0,0.0
TOWNSVILLE,1997-98,0.015,0.0,0.0,0.0
TOWNSVILLE,1998-99,0.0,0.0,0.0,0.0
TOWNSVILLE,1999-00,0.0,0.0,0.0,0.0
TOWNSVILLE,2000-01,0.0,0.0,0.0,0.0
TOWNSVILLE,2001-02,0.0,0.462,0.0,0.0
TOWNSVILLE,2002-03,0.0,0.0,0.0,0.0
TOWNSVILLE,2003-04,0.0,0.0,0.0,0.0
TOWNSVILLE,2004-05,0.0,0.0,0.0,0.0
TOWNSVILLE,2005-06,0.0,50.619,0.0,0.0
TOWNSVILLE,2006-07,0.0,0.0,0.0,0.0
TOWNSVILLE,2007-08,0.0,0.0,0.0,0.0
TOWNSVILLE,2008-09,0.0,0.0,0.0,0.0
TOWNSVILLE,2009-10,0.0,0.0,0.0,0.0
TOWNSVILLE,2010-11,0.0,0.0,0.0,0.0
TOWNSVILLE,2011-12,0.0,0.0,0.0,0.0
TOWNSVILLE,2012-13,0.0,0.0,0.0,0.0
TOWNSVILLE,2013-14,0.0,0.0,0.0,0.0
TOWNSVILLE,2014-15,0.0,0.0,0.0,0.0
TOWNSVILLE,2015-16,0.0,0.0,0.0,0.0
TOWNSVILLE,2016-17,0.0,0.0,0.0,0.0
TOWNSVILLE,2017-18,0.263,0.791,0.0,0.0
TOWNSVILLE,2018-19,0.0,0.026,0.0,0.0
TOWNSVILLE,2019-20,0.0,0.0,0.0,0.0
TOWNSVILLE,2020-21,0.0,0.0,0.0,0.0
TOWNSVILLE,2021-22,0.0,0.0,0.0,0.0
TOWNSVILLE,2022-23,0.0,0.0,0.0,0.0
